Num_Docs,Altura,Total_Nos,Profundidade_Media,Profundidade_Minima,Max_Desbalanceamento,Tempo_Total_Indexacao,Tempo_Medio_Insercao,Densidade_Arvore,Maior_Galho,Menor_Galho,Total_Comparacoes_Indexacao,Tempo_Maximo_Busca_Amostra,Comparacoes_Total_Busca_Amostra,Tempo_Medio_Busca_Amostra_Por_Palavra,Comparacoes_Medias_Busca_Amostra_Por_Palavra,Tipo_Arvore
1,14,129,6.86047,4,0,0.03,0.000232558,0.00393689,14,4,1184,0.001,1331,5.64972e-06,7.51977,BST
2,16,205,7.8439,4,0,0.078,0.000380488,0.00156404,16,4,2298,0,2569,0,8.45066,BST
3,21,574,10.3728,5,0,0.238,0.000414634,0.000136852,21,5,12474,0,9637,0,9.637,BST
4,21,604,10.5116,5,0,0.274,0.000453642,0.000144005,21,5,13291,0,9834,0,9.834,BST
5,21,704,10.8849,5,0,0.367,0.000521307,0.000167847,21,5,16692,0,9921,0,9.921,BST
6,22,806,11.2035,5,0,0.434,0.000538462,9.60827e-05,22,5,19189,0,10202,0,10.202,BST
7,22,883,11.3533,5,0,0.486,0.000550396,0.000105262,22,5,21271,0,10325,0,10.325,BST
8,23,1113,11.8095,5,0,0.761,0.000683738,6.634e-05,23,5,28925,0,10147,0,10.147,BST
9,23,1160,11.8672,5,0,0.864,0.000744828,6.91414e-05,23,5,30067,0,10619,0,10.619,BST
10,23,1279,12.0235,5,0,1.004,0.000784988,7.62343e-05,23,5,34085,0,10480,0,10.48,BST
11,23,1407,12.2203,5,0,1.174,0.000834399,8.38637e-05,23,5,39172,0,10656,0,10.656,BST
12,23,1463,12.3049,5,0,1.245,0.000850991,8.72016e-05,23,5,41251,0,10982,0,10.982,BST
13,23,1526,12.3886,5,0,1.283,0.00084076,9.09567e-05,23,5,43374,0,11001,0,11.001,BST
14,23,1671,12.5697,5,0,1.353,0.000809695,9.95994e-05,23,5,48970,0,10969,0,10.969,BST
15,23,1824,12.693,5,0,1.455,0.000797697,0.000108719,23,5,56357,0,10945,0,10.945,BST
16,24,1924,12.841,5,0,1.504,0.000781705,5.73397e-05,24,5,60569,0,10858,0,10.858,BST
17,24,1994,12.9007,5,0,1.531,0.000767803,5.94258e-05,24,5,63842,0.001,11111,2e-06,11.111,BST
18,24,2057,12.9363,5,0,1.609,0.000782207,6.13034e-05,24,5,66258,0,11520,0,11.52,BST
19,24,2119,12.9873,5,0,1.642,0.000774894,6.31511e-05,24,5,69032,0,11156,0,11.156,BST
20,26,2314,13.1832,5,0,1.982,0.000856525,1.72406e-05,26,5,81537,0,11425,0,11.425,BST
