Num_Docs,Altura,Total_Nos,Profundidade_Media,Profundidade_Minima,Max_Desbalanceamento,Tempo_Total_Indexacao,Tempo_Medio_Insercao,Densidade_Arvore,Maior_Galho,Menor_Galho,Total_Comparacoes_Indexacao,Tipo_Arvore
490,16,13782,12.0414,10,1,175.955,0.012767,0.105149,16,10,2164829,AVL
491,16,13790,12.0423,10,1,176.546,0.0128025,0.10521,16,10,2169844,AVL
492,16,13799,12.043,10,1,176.767,0.0128101,0.105279,16,10,2171726,AVL
493,16,13818,12.0446,10,1,177.537,0.0128482,0.105424,16,10,2178439,AVL
494,16,13823,12.045,10,1,177.91,0.0128706,0.105462,16,10,2181764,AVL
495,16,13824,12.0449,10,1,178.084,0.0128822,0.10547,16,10,2183184,AVL
496,16,13832,12.0456,10,1,178.603,0.0129123,0.105531,16,10,2187892,AVL
497,16,13835,12.0458,10,1,178.928,0.012933,0.105553,16,10,2190124,AVL
498,16,13842,12.0466,10,1,179.497,0.0129676,0.105607,16,10,2194478,AVL
499,16,13845,12.0468,10,1,179.894,0.0129934,0.10563,16,10,2197666,AVL
500,16,13858,12.0483,10,1,180.637,0.0130349,0.105729,16,10,2204292,AVL
501,16,13884,12.0506,10,1,181.892,0.0131008,0.105927,16,10,2215416,AVL
502,16,13896,12.0516,10,1,182.531,0.0131355,0.106019,16,10,2221360,AVL
503,16,13904,12.0524,10,1,183.002,0.0131618,0.10608,16,10,2225596,AVL
504,16,13907,12.0527,10,1,183.422,0.0131892,0.106103,16,10,2228640,AVL
505,16,13927,12.0548,10,1,184.138,0.0132217,0.106255,16,10,2236484,AVL
506,16,13929,12.055,10,1,184.362,0.0132358,0.106271,16,10,2238474,AVL
507,16,13937,12.056,10,1,184.893,0.0132663,0.106332,16,10,2243168,AVL
508,16,13949,12.057,10,1,185.506,0.0132989,0.106423,16,10,2250193,AVL
509,16,13950,12.0572,10,1,185.621,0.0133062,0.106431,16,10,2251445,AVL
510,16,13953,12.0576,10,1,185.928,0.0133253,0.106454,16,10,2254214,AVL
511,16,13974,12.0594,10,1,187.122,0.0133907,0.106614,16,10,2269077,AVL
512,16,13977,12.0597,10,1,187.233,0.0133958,0.106637,16,10,2270617,AVL
513,16,13979,12.0599,10,1,187.477,0.0134113,0.106652,16,10,2273612,AVL
514,16,13984,12.0602,10,1,187.662,0.0134198,0.10669,16,10,2275854,AVL
515,16,13987,12.0606,10,1,187.988,0.0134402,0.106713,16,10,2279238,AVL
516,16,13987,12.0606,10,1,188.057,0.0134451,0.106713,16,10,2280108,AVL
517,16,13998,12.0619,10,1,188.359,0.0134561,0.106797,16,10,2284500,AVL
518,16,14008,12.0632,10,1,188.768,0.0134757,0.106873,16,10,2289527,AVL
519,16,14053,12.0675,10,1,190.001,0.0135203,0.107217,16,10,2303187,AVL
520,16,14063,12.0686,10,1,190.317,0.0135332,0.107293,16,10,2306085,AVL
521,16,14064,12.0686,10,1,190.531,0.0135474,0.107301,16,10,2308396,AVL
522,16,14077,12.0703,10,1,191.091,0.0135747,0.1074,16,10,2314105,AVL
523,16,14089,12.0717,10,1,191.621,0.0136008,0.107491,16,10,2319184,AVL
524,16,14090,12.0718,10,1,191.886,0.0136186,0.107499,16,10,2321860,AVL
525,16,14094,12.0722,10,1,192.103,0.0136301,0.10753,16,10,2324015,AVL
526,16,14097,12.0724,10,1,192.465,0.0136529,0.107552,16,10,2328120,AVL
527,16,14107,12.0735,10,1,192.68,0.0136585,0.107629,16,10,2330234,AVL
528,16,14116,12.0745,10,1,192.91,0.0136661,0.107697,16,10,2332705,AVL
529,16,14118,12.0747,10,1,193.113,0.0136785,0.107713,16,10,2334813,AVL
530,16,14134,12.0753,10,1,193.646,0.0137007,0.107835,16,10,2340451,AVL
531,16,14144,12.0765,10,1,194.196,0.0137299,0.107911,16,10,2345685,AVL
532,16,14149,12.077,10,1,194.561,0.0137509,0.107949,16,10,2349095,AVL
533,16,14192,12.0815,10,1,196.008,0.0138112,0.108277,16,10,2365381,AVL
534,16,14198,12.0823,10,1,196.282,0.0138246,0.108323,16,10,2368302,AVL
535,16,14205,12.0828,10,1,196.862,0.0138586,0.108376,16,10,2373939,AVL
536,16,14211,12.0834,10,1,197.455,0.0138945,0.108422,16,10,2379637,AVL
537,16,14216,12.084,10,1,197.714,0.0139079,0.10846,16,10,2382201,AVL
538,16,14222,12.0847,10,1,198.043,0.0139251,0.108506,16,10,2386001,AVL
539,16,14226,12.084,10,1,198.33,0.0139414,0.108537,16,10,2389024,AVL
540,16,14228,12.0841,10,1,198.569,0.0139562,0.108552,16,10,2391633,AVL
541,16,14229,12.0842,10,1,198.841,0.0139743,0.108559,16,10,2393846,AVL
542,16,14240,12.0853,10,1,199.331,0.013998,0.108643,16,10,2398193,AVL
543,16,14257,12.087,10,1,199.845,0.0140173,0.108773,16,10,2403717,AVL
544,16,14281,12.0895,10,1,201.387,0.0141017,0.108956,16,10,2415517,AVL
545,16,14288,12.0902,10,1,201.977,0.0141361,0.10901,16,10,2420775,AVL
546,16,14302,12.0918,10,1,202.47,0.0141568,0.109116,16,10,2425855,AVL
547,16,14303,12.0919,10,1,202.968,0.0141906,0.109124,16,10,2430583,AVL
548,16,14318,12.0932,10,1,203.869,0.0142387,0.109239,16,10,2439142,AVL
549,16,14331,12.0941,10,1,204.631,0.0142789,0.109338,16,10,2448399,AVL
550,16,14334,12.0942,10,1,204.709,0.0142814,0.109361,16,10,2449390,AVL
551,16,14348,12.0956,10,1,204.966,0.0142853,0.109467,16,10,2452312,AVL
552,16,14348,12.0956,10,1,205.059,0.0142918,0.109467,16,10,2453321,AVL
553,16,14351,12.0959,10,1,205.321,0.0143071,0.10949,16,10,2455837,AVL
554,16,14358,12.0967,10,1,205.654,0.0143233,0.109544,16,10,2459335,AVL
555,16,14366,12.0977,10,1,206.085,0.0143453,0.109605,16,10,2464321,AVL
556,16,14372,12.0983,10,1,206.34,0.0143571,0.10965,16,10,2466873,AVL
557,16,14381,12.0994,10,1,207.111,0.0144017,0.109719,16,10,2476416,AVL
558,16,14384,12.0998,10,1,207.344,0.0144149,0.109742,16,10,2478861,AVL
559,16,14397,12.1009,10,1,207.77,0.0144315,0.109841,16,10,2482949,AVL
560,16,14403,12.1014,10,1,208.094,0.014448,0.109887,16,10,2489180,AVL
561,16,14415,12.1029,10,1,208.593,0.0144706,0.109979,16,10,2494110,AVL
562,16,14416,12.1029,10,1,208.824,0.0144856,0.109986,16,10,2496495,AVL
563,16,14419,12.1033,10,1,209.097,0.0145015,0.110009,16,10,2499281,AVL
564,16,14422,12.1036,10,1,209.353,0.0145162,0.110032,16,10,2501760,AVL
565,16,14429,12.1042,10,1,210.258,0.0145719,0.110085,16,10,2508649,AVL
566,16,14434,12.1047,10,1,210.735,0.0145999,0.110124,16,10,2512906,AVL
567,16,14440,12.1053,10,1,211.2,0.014626,0.110169,16,10,2517322,AVL
568,16,14444,12.1056,10,1,211.495,0.0146424,0.1102,16,10,2520672,AVL
569,16,14455,12.107,10,1,212.194,0.0146796,0.110284,16,10,2525978,AVL
570,16,14467,12.108,10,1,212.716,0.0147035,0.110375,16,10,2531553,AVL
571,16,14492,12.1103,10,1,214.719,0.0148164,0.110566,16,10,2550780,AVL
572,16,14493,12.1104,10,1,214.863,0.0148253,0.110574,16,10,2552565,AVL
573,16,14495,12.1106,10,1,215.018,0.0148339,0.110589,16,10,2553932,AVL
574,16,14501,12.1112,10,1,215.169,0.0148382,0.110635,16,10,2555570,AVL
575,16,14518,12.1119,10,1,216.121,0.0148864,0.110764,16,10,2565420,AVL
576,16,14552,12.1146,10,1,218.666,0.0150265,0.111024,16,10,2588315,AVL
577,16,14574,12.1166,10,1,219.413,0.0150551,0.111192,16,10,2593163,AVL
578,16,14579,12.1173,10,1,219.632,0.015065,0.11123,16,10,2594773,AVL
579,16,14581,12.1175,10,1,219.856,0.0150783,0.111245,16,10,2596413,AVL
580,16,14615,12.1209,10,1,221.236,0.0151376,0.111504,16,10,2606980,AVL
581,16,14618,12.1214,10,1,221.636,0.0151619,0.111527,16,10,2610068,AVL
582,16,14627,12.1222,10,1,222.28,0.0151966,0.111596,16,10,2614574,AVL
583,16,14630,12.1224,10,1,222.436,0.0152041,0.111619,16,10,2615767,AVL
584,16,14637,12.123,10,1,223.51,0.0152702,0.111672,16,10,2624670,AVL
585,16,14647,12.1243,10,1,223.987,0.0152923,0.111749,16,10,2629209,AVL
586,16,14654,12.1249,10,1,224.464,0.0153176,0.111802,16,10,2633172,AVL
587,16,14658,12.1253,10,1,224.738,0.0153321,0.111833,16,10,2635393,AVL
588,16,14663,12.1259,10,1,224.972,0.0153428,0.111871,16,10,2637398,AVL
589,16,14672,12.1267,10,1,225.509,0.01537,0.111939,16,10,2643009,AVL
590,16,14677,12.1271,10,1,225.734,0.0153801,0.111977,16,10,2645320,AVL
591,16,14688,12.1281,10,1,227.013,0.0154557,0.112061,16,10,2657194,AVL
592,16,14697,12.1292,10,1,227.354,0.0154694,0.11213,16,10,2660814,AVL
593,16,14710,12.1305,10,1,228.044,0.0155027,0.112229,16,10,2667504,AVL
594,16,14718,12.1313,10,1,228.34,0.0155143,0.11229,16,10,2670726,AVL
595,16,14722,12.1318,10,1,228.571,0.0155258,0.112321,16,10,2673227,AVL
596,16,14724,12.132,10,1,228.865,0.0155437,0.112336,16,10,2676091,AVL
597,16,14736,12.133,10,1,229.898,0.0156011,0.112428,16,10,2683879,AVL
598,16,14754,12.1343,10,1,231.067,0.0156613,0.112565,16,10,2696139,AVL
599,16,14765,12.1354,10,1,231.433,0.0156744,0.112649,16,10,2698949,AVL
600,16,14781,12.1369,10,1,232.769,0.0157479,0.112771,16,10,2709124,AVL
601,16,14784,12.1372,10,1,233.17,0.0157718,0.112794,16,10,2712127,AVL
602,16,14796,12.1383,10,1,233.608,0.0157886,0.112885,16,10,2715582,AVL
603,16,14804,12.1394,10,1,234.505,0.0158407,0.112946,16,10,2721773,AVL
604,16,14807,12.1397,10,1,235.66,0.0159154,0.112969,16,10,2729682,AVL
605,16,14808,12.1398,10,1,235.858,0.0159277,0.112977,16,10,2731229,AVL
606,16,14821,12.1409,10,1,236.407,0.0159508,0.113076,16,10,2734867,AVL
607,16,14824,12.1413,10,1,236.946,0.0159839,0.113099,16,10,2738632,AVL
608,16,14829,12.1416,10,1,237.643,0.0160256,0.113137,16,10,2742206,AVL
609,16,14839,12.1429,10,1,238.137,0.016048,0.113213,16,10,2745149,AVL
610,16,14861,12.1458,10,1,239.863,0.0161404,0.113381,16,10,2757253,AVL
611,16,14863,12.146,10,1,240.483,0.01618,0.113397,16,10,2761691,AVL
612,16,14873,12.147,10,1,241.315,0.016225,0.113473,16,10,2767908,AVL
613,16,14878,12.1474,10,1,241.5,0.016232,0.113511,16,10,2769285,AVL
614,16,14887,12.1485,10,1,242.161,0.0162666,0.11358,16,10,2774273,AVL
615,16,14890,12.1488,10,1,242.673,0.0162977,0.113603,16,10,2777491,AVL
616,16,14891,12.1489,10,1,243.103,0.0163255,0.11361,16,10,2780429,AVL
617,16,14892,12.149,10,1,243.652,0.0163613,0.113618,16,10,2784362,AVL
618,16,14896,12.1492,10,1,243.91,0.0163742,0.113648,16,10,2785505,AVL
619,16,14910,12.1506,10,1,244.433,0.0163939,0.113755,16,10,2788882,AVL
620,16,14921,12.1515,10,1,244.965,0.0164175,0.113839,16,10,2793393,AVL
621,16,14925,12.1518,10,1,245.385,0.0164412,0.11387,16,10,2796923,AVL
622,16,14926,12.1518,10,1,245.586,0.0164536,0.113877,16,10,2798335,AVL
623,16,14935,12.1527,10,1,245.855,0.0164617,0.113946,16,10,2800525,AVL
624,16,14936,12.1528,10,1,245.999,0.0164702,0.113954,16,10,2801699,AVL
625,16,14948,12.1542,10,1,246.789,0.0165098,0.114045,16,10,2808845,AVL
626,16,14955,12.1549,10,1,247.149,0.0165262,0.114098,16,10,2811777,AVL
627,16,14957,12.1552,10,1,247.363,0.0165383,0.114114,16,10,2813717,AVL
628,16,14960,12.1555,10,1,247.592,0.0165503,0.114137,16,10,2815769,AVL
629,16,14962,12.1556,10,1,248.084,0.0165809,0.114152,16,10,2819956,AVL
630,16,14968,12.1563,10,1,248.313,0.0165896,0.114198,16,10,2821825,AVL
631,16,14971,12.1565,10,1,248.668,0.01661,0.114221,16,10,2825120,AVL
632,16,14992,12.1582,10,1,249.778,0.0166608,0.114381,16,10,2835608,AVL
633,16,14999,12.1587,10,1,250.223,0.0166826,0.114434,16,10,2839579,AVL
634,16,15003,12.159,10,1,250.783,0.0167155,0.114465,16,10,2844436,AVL
635,16,15013,12.1599,10,1,251.09,0.0167248,0.114541,16,10,2847451,AVL
636,16,15018,12.1607,10,1,251.306,0.0167337,0.114579,16,10,2849553,AVL
637,16,15020,12.1609,10,1,251.485,0.0167433,0.114594,16,10,2851214,AVL
638,16,15041,12.1627,10,1,252.509,0.016788,0.114755,16,10,2861507,AVL
639,16,15043,12.1629,10,1,252.694,0.0167981,0.11477,16,10,2862590,AVL
640,16,15045,12.1631,10,1,252.963,0.0168138,0.114785,16,10,2865110,AVL
641,16,15050,12.1637,10,1,253.151,0.0168207,0.114823,16,10,2866781,AVL
642,16,15063,12.1648,10,1,253.899,0.0168558,0.114922,16,10,2870698,AVL
643,16,15066,12.1651,10,1,254.124,0.0168674,0.114945,16,10,2872421,AVL
644,16,15079,12.1669,10,1,254.788,0.0168969,0.115045,16,10,2876961,AVL
645,16,15084,12.1671,10,1,255.042,0.0169081,0.115083,16,10,2879118,AVL
646,16,15092,12.1681,10,1,256.1,0.0169693,0.115144,16,10,2889102,AVL
647,16,15113,12.1702,10,1,257.237,0.0170209,0.115304,16,10,2899493,AVL
648,16,15114,12.1702,10,1,257.675,0.0170488,0.115312,16,10,2902329,AVL
649,16,15128,12.1713,10,1,258.551,0.0170909,0.115418,16,10,2908117,AVL
650,16,15141,12.1726,10,1,259.585,0.0171445,0.115518,16,10,2915623,AVL
651,16,15143,12.1726,10,1,259.795,0.0171561,0.115533,16,10,2917340,AVL
652,16,15153,12.1733,10,1,260.163,0.0171691,0.115609,16,10,2920116,AVL
653,16,15158,12.1738,10,1,260.617,0.0171934,0.115647,16,10,2923236,AVL
654,16,15163,12.1744,10,1,260.973,0.0172112,0.115685,16,10,2925528,AVL
655,16,15163,12.1744,10,1,261.407,0.0172398,0.115685,16,10,2927987,AVL
656,16,15168,12.1746,10,1,261.766,0.0172578,0.115724,16,10,2930634,AVL
657,16,15173,12.1751,10,1,262.338,0.0172898,0.115762,16,10,2934204,AVL
658,16,15176,12.1753,10,1,262.503,0.0172972,0.115785,16,10,2935333,AVL
659,16,15186,12.1763,10,1,264.13,0.017393,0.115861,16,10,2944367,AVL
660,16,15190,12.1768,10,1,264.532,0.0174149,0.115891,16,10,2947560,AVL
661,16,15203,12.1783,10,1,266.424,0.0175244,0.115991,16,10,2960285,AVL
662,16,15208,12.1791,10,1,266.859,0.0175473,0.116029,16,10,2963350,AVL
663,16,15213,12.1794,10,1,267.207,0.0175644,0.116067,16,10,2965457,AVL
664,16,15230,12.1812,10,1,268.439,0.0176257,0.116197,16,10,2975225,AVL
665,16,15240,12.1816,10,1,269.402,0.0176773,0.116273,16,10,2980971,AVL
666,16,15247,12.1822,10,1,270.107,0.0177154,0.116326,16,10,2985932,AVL
667,16,15251,12.1825,10,1,270.499,0.0177365,0.116357,16,10,2988610,AVL
668,16,15255,12.1829,10,1,271.358,0.0177881,0.116387,16,10,2995256,AVL
669,16,15259,12.183,10,1,271.712,0.0178067,0.116418,16,10,2997277,AVL
670,16,15261,12.1831,10,1,272.23,0.0178383,0.116433,16,10,3000426,AVL
671,16,15267,12.1837,10,1,272.722,0.0178635,0.116479,16,10,3004283,AVL
672,16,15268,12.1838,10,1,272.976,0.017879,0.116486,16,10,3006270,AVL
673,16,15307,12.1876,10,1,273.67,0.0178787,0.116784,16,10,3012188,AVL
674,16,15307,12.1876,10,1,273.869,0.0178917,0.116784,16,10,3014008,AVL
675,16,15333,12.1902,10,1,275.123,0.0179432,0.116982,16,10,3025218,AVL
676,16,15336,12.1903,10,1,275.416,0.0179588,0.117005,16,10,3027694,AVL
677,16,15341,12.1907,10,1,275.652,0.0179683,0.117043,16,10,3029900,AVL
678,16,15348,12.1914,10,1,275.899,0.0179762,0.117097,16,10,3031999,AVL
679,16,15365,12.1928,10,1,276.881,0.0180202,0.117227,16,10,3041159,AVL
680,16,15374,12.1936,10,1,277.431,0.0180455,0.117295,16,10,3046206,AVL
681,16,15393,12.196,10,1,278.331,0.0180817,0.11744,16,10,3055254,AVL
682,16,15393,12.196,10,1,278.522,0.0180941,0.11744,16,10,3057087,AVL
683,16,15400,12.1968,10,1,279.014,0.0181178,0.117494,16,10,3061718,AVL
684,16,15407,12.1975,10,1,279.748,0.0181572,0.117547,16,10,3068228,AVL
685,16,15409,12.1979,10,1,280.075,0.0181761,0.117562,16,10,3071231,AVL
686,16,15416,12.1987,10,1,280.805,0.0182152,0.117616,16,10,3077745,AVL
687,16,15421,12.1991,10,1,281.058,0.0182257,0.117654,16,10,3080353,AVL
688,16,15422,12.1993,10,1,281.132,0.0182293,0.117661,16,10,3081033,AVL
689,16,15431,12.2002,10,1,281.361,0.0182335,0.11773,16,10,3083335,AVL
690,16,15436,12.2006,10,1,282.126,0.0182771,0.117768,16,10,3090316,AVL
691,16,15440,12.2009,10,1,282.386,0.0182892,0.117799,16,10,3092559,AVL
692,16,15443,12.2013,10,1,282.726,0.0183077,0.117822,16,10,3095980,AVL
693,16,15461,12.2028,10,1,283.267,0.0183214,0.117959,16,10,3102120,AVL
694,16,15469,12.2037,10,1,283.542,0.0183297,0.11802,16,10,3104996,AVL
695,16,15476,12.2043,10,1,284.052,0.0183544,0.118073,16,10,3108194,AVL
696,16,15493,12.2061,10,1,285.968,0.0184579,0.118203,16,10,3114792,AVL
697,16,15495,12.2062,10,1,286.631,0.0184983,0.118218,16,10,3117053,AVL
698,16,15499,12.2065,10,1,287.302,0.0185368,0.118249,16,10,3120069,AVL
699,16,15507,12.2072,10,1,288.291,0.018591,0.11831,16,10,3125397,AVL
700,16,15512,12.2078,10,1,288.727,0.0186131,0.118348,16,10,3127911,AVL
701,16,15514,12.208,10,1,289.235,0.0186435,0.118363,16,10,3131324,AVL
702,16,15516,12.208,10,1,289.373,0.01865,0.118379,16,10,3132328,AVL
703,16,15525,12.209,10,1,289.946,0.0186761,0.118447,16,10,3135335,AVL
704,16,15535,12.21,10,1,290.262,0.0186844,0.118524,16,10,3137055,AVL
705,16,15537,12.2103,10,1,290.491,0.0186967,0.118539,16,10,3138559,AVL
706,16,15538,12.2103,10,1,290.964,0.018726,0.118546,16,10,3141414,AVL
707,16,15545,12.2111,10,1,291.554,0.0187555,0.1186,16,10,3145051,AVL
708,16,15548,12.2113,10,1,292.03,0.0187825,0.118623,16,10,3147572,AVL
709,16,15555,12.2118,10,1,292.542,0.0188069,0.118676,16,10,3151016,AVL
710,16,15559,12.2122,10,1,293.285,0.0188499,0.118707,16,10,3155936,AVL
711,16,15570,12.213,10,1,293.801,0.0188697,0.118791,16,10,3160161,AVL
712,16,15574,12.2134,10,1,294.769,0.018927,0.118821,16,10,3165863,AVL
713,16,15575,12.2134,10,1,295.156,0.0189506,0.118829,16,10,3168006,AVL
714,16,15578,12.2136,10,1,295.362,0.0189602,0.118852,16,10,3169248,AVL
715,16,15586,12.2142,10,1,295.859,0.0189824,0.118913,16,10,3171894,AVL
716,16,15589,12.2144,10,1,297,0.0190519,0.118936,16,10,3178679,AVL
717,16,15593,12.2147,10,1,297.393,0.0190722,0.118966,16,10,3181317,AVL
718,16,15602,12.2153,10,1,298.404,0.019126,0.119035,16,10,3187297,AVL
719,16,15604,12.2155,10,1,298.635,0.0191384,0.11905,16,10,3188761,AVL
720,16,15607,12.2157,10,1,298.909,0.0191522,0.119073,16,10,3190502,AVL
721,16,15619,12.2168,10,1,301.226,0.0192859,0.119164,16,10,3205922,AVL
722,16,15623,12.2173,10,1,301.503,0.0192987,0.119195,16,10,3207696,AVL
723,16,15632,12.2181,10,1,302.746,0.0193671,0.119264,16,10,3215885,AVL
724,16,15640,12.2192,10,1,303.591,0.0194112,0.119325,16,10,3220720,AVL
725,16,15657,12.2209,10,1,304.683,0.0194599,0.119454,16,10,3228852,AVL
726,16,15661,12.2214,10,1,305.201,0.019488,0.119485,16,10,3232319,AVL
727,16,15661,12.2214,10,1,306.484,0.0195699,0.119485,16,10,3239410,AVL
728,16,15665,12.2216,10,1,307.133,0.0196063,0.119515,16,10,3242696,AVL
729,16,15670,12.222,10,1,307.314,0.0196116,0.119554,16,10,3243897,AVL
730,16,15676,12.2226,10,1,308.326,0.0196687,0.119599,16,10,3250633,AVL
731,16,15679,12.2228,10,1,308.573,0.0196807,0.119622,16,10,3252631,AVL
732,16,15681,12.2231,10,1,309.015,0.0197063,0.119637,16,10,3255815,AVL
733,16,15688,12.2237,10,1,309.651,0.0197381,0.119691,16,10,3260884,AVL
734,16,15701,12.225,10,1,310.76,0.0197924,0.11979,16,10,3271047,AVL
735,16,15702,12.2251,10,1,311.032,0.0198084,0.119798,16,10,3273066,AVL
736,16,15703,12.2252,10,1,311.433,0.0198327,0.119805,16,10,3277061,AVL
737,16,15705,12.2254,10,1,311.636,0.0198431,0.119821,16,10,3278927,AVL
738,16,15711,12.226,10,1,312.352,0.0198811,0.119866,16,10,3285703,AVL
739,16,15711,12.226,10,1,312.769,0.0199076,0.119866,16,10,3289175,AVL
740,16,15719,12.2271,10,1,313.174,0.0199233,0.119927,16,10,3293254,AVL
741,16,15721,12.2272,10,1,313.413,0.0199359,0.119943,16,10,3295534,AVL
742,16,15726,12.2276,10,1,313.903,0.0199608,0.119981,16,10,3298726,AVL
743,16,15727,12.2277,10,1,314.078,0.0199706,0.119988,16,10,3300122,AVL
744,16,15730,12.228,10,1,314.993,0.020025,0.120011,16,10,3308747,AVL
745,16,15732,12.2282,10,1,315.616,0.020062,0.120027,16,10,3314937,AVL
746,16,15740,12.229,10,1,316.777,0.0201256,0.120088,16,10,3320569,AVL
747,16,15751,12.2301,10,1,317.255,0.0201419,0.120172,16,10,3323843,AVL
748,16,15751,12.2301,10,1,317.615,0.0201648,0.120172,16,10,3326290,AVL
749,16,15757,12.2308,10,1,318.206,0.0201946,0.120217,16,10,3330261,AVL
750,16,15761,12.2311,10,1,318.419,0.020203,0.120248,16,10,3332325,AVL
751,16,15764,12.2313,10,1,318.711,0.0202176,0.120271,16,10,3335008,AVL
752,16,15777,12.2325,10,1,319.184,0.020231,0.12037,16,10,3339723,AVL
753,16,15787,12.2332,10,1,321.197,0.0203457,0.120446,16,10,3354922,AVL
754,16,15792,12.2339,10,1,321.789,0.0203767,0.120484,16,10,3359240,AVL
755,16,15793,12.2339,10,1,322.116,0.0203961,0.120492,16,10,3361338,AVL
756,16,15800,12.2348,10,1,323.154,0.0204528,0.120545,16,10,3368531,AVL
757,16,15809,12.2358,10,1,323.595,0.020469,0.120614,16,10,3371754,AVL
758,16,15814,12.2363,10,1,324.093,0.0204941,0.120652,16,10,3374494,AVL
759,16,15826,12.2374,10,1,324.618,0.0205117,0.120744,16,10,3378803,AVL
760,16,15828,12.2374,10,1,324.804,0.0205208,0.120759,16,10,3380173,AVL
761,16,15828,12.2374,10,1,325.033,0.0205353,0.120759,16,10,3381657,AVL
762,16,15830,12.2376,10,1,325.311,0.0205503,0.120774,16,10,3383644,AVL
763,16,15847,12.239,10,1,326.856,0.0206257,0.120904,16,10,3390611,AVL
764,16,15850,12.2392,10,1,327.715,0.020676,0.120927,16,10,3394271,AVL
765,16,15854,12.2395,10,1,328.052,0.0206921,0.120957,16,10,3395993,AVL
766,16,15858,12.2401,10,1,329.284,0.0207645,0.120988,16,10,3399210,AVL
767,16,15866,12.2403,10,1,331.131,0.0208705,0.121049,16,10,3405311,AVL
768,16,15868,12.2405,10,1,331.986,0.0209217,0.121064,16,10,3409090,AVL
769,16,15869,12.2406,10,1,332.295,0.0209399,0.121072,16,10,3410748,AVL
770,16,15871,12.2407,10,1,333.426,0.0210085,0.121087,16,10,3417067,AVL
771,16,15885,12.2417,10,1,335.997,0.0211518,0.121194,16,10,3433914,AVL
772,16,15888,12.242,10,1,336.932,0.0212067,0.121217,16,10,3439577,AVL
773,16,15891,12.2423,10,1,337.146,0.0212162,0.12124,16,10,3440922,AVL
774,16,15893,12.2424,10,1,337.237,0.0212192,0.121255,16,10,3441555,AVL
775,16,15898,12.243,10,1,337.975,0.021259,0.121293,16,10,3445584,AVL
776,16,15912,12.2443,10,1,339.126,0.0213126,0.1214,16,10,3455667,AVL
777,16,15914,12.2445,10,1,339.915,0.0213595,0.121415,16,10,3462450,AVL
778,16,15920,12.2452,10,1,340.35,0.0213788,0.121461,16,10,3465999,AVL
779,16,15937,12.2468,10,1,341.822,0.0214483,0.121591,16,10,3479375,AVL
780,16,15940,12.2468,10,1,342.188,0.0214673,0.121613,16,10,3482892,AVL
781,16,15941,12.247,10,1,342.364,0.0214769,0.121621,16,10,3484435,AVL
782,16,15942,12.2471,10,1,342.892,0.0215087,0.121629,16,10,3489083,AVL
783,16,15944,12.2472,10,1,343.05,0.0215159,0.121644,16,10,3490585,AVL
784,16,15946,12.2474,10,1,343.302,0.021529,0.121659,16,10,3492511,AVL
785,16,15951,12.2479,10,1,343.661,0.0215448,0.121697,16,10,3495179,AVL
786,16,15959,12.2487,10,1,344.08,0.0215602,0.121758,16,10,3499225,AVL
787,16,15970,12.2495,10,1,345.549,0.0216374,0.121842,16,10,3513120,AVL
788,16,15980,12.2502,10,1,346.077,0.0216569,0.121919,16,10,3518146,AVL
789,16,15991,12.2513,10,1,347.018,0.0217008,0.122003,16,10,3526651,AVL
790,16,15992,12.2514,10,1,347.225,0.0217124,0.12201,16,10,3528197,AVL
791,16,15997,12.2519,10,1,347.578,0.0217277,0.122048,16,10,3531139,AVL
792,16,15997,12.2519,10,1,347.686,0.0217345,0.122048,16,10,3531998,AVL
793,16,15998,12.252,10,1,347.853,0.0217435,0.122056,16,10,3533538,AVL
794,16,16006,12.2527,10,1,348.633,0.0217814,0.122117,16,10,3540562,AVL
795,16,16006,12.2527,10,1,348.975,0.0218028,0.122117,16,10,3543532,AVL
796,16,16008,12.2529,10,1,349.227,0.0218158,0.122132,16,10,3545670,AVL
797,16,16010,12.2532,10,1,349.445,0.0218267,0.122148,16,10,3547657,AVL
798,16,16015,12.2537,10,1,349.901,0.0218483,0.122186,16,10,3552123,AVL
799,16,16016,12.2537,10,1,350.263,0.0218696,0.122193,16,10,3555058,AVL
800,16,16018,12.254,10,1,350.499,0.0218816,0.122209,16,10,3556687,AVL
801,16,16018,12.254,10,1,350.773,0.0218987,0.122209,16,10,3559139,AVL
802,16,16020,12.2543,10,1,351.103,0.0219165,0.122224,16,10,3561630,AVL
803,16,16025,12.2545,10,1,351.513,0.0219353,0.122262,16,10,3565398,AVL
804,16,16034,12.2555,10,1,352.702,0.0219971,0.122331,16,10,3576973,AVL
805,16,16036,12.256,10,1,353.245,0.0220282,0.122346,16,10,3581504,AVL
806,16,16041,12.2563,10,1,353.588,0.0220428,0.122384,16,10,3584952,AVL
807,16,16045,12.2566,10,1,354.323,0.0220831,0.122415,16,10,3591566,AVL
808,16,16049,12.2568,10,1,354.651,0.022098,0.122445,16,10,3593767,AVL
809,16,16050,12.2572,10,1,354.942,0.0221148,0.122453,16,10,3595959,AVL
810,16,16083,12.2609,10,1,358.343,0.0222809,0.122704,16,10,3631884,AVL
811,16,16086,12.2612,10,1,358.864,0.0223091,0.122727,16,10,3636633,AVL
812,16,16088,12.2614,10,1,359.022,0.0223161,0.122743,16,10,3637768,AVL
813,16,16091,12.2619,10,1,359.417,0.0223365,0.122766,16,10,3640851,AVL
