Num_Docs,Altura,Total_Nos,Profundidade_Media,Profundidade_Minima,Max_Desbalanceamento,Tempo_Total_Indexacao,Tempo_Medio_Insercao,Densidade_Arvore,Maior_Galho,Menor_Galho,Total_Comparacoes_Indexacao,Tempo_Maximo_Busca_Amostra,Comparacoes_Total_Busca_Amostra,Tempo_Medio_Busca_Amostra_Por_Palavra,Comparacoes_Medias_Busca_Amostra_Por_Palavra,Tipo_Arvore
1,7,129,5.23256,5,3,0.023,0.000178295,0.505882,7,5,1006,0.023,1091,0.000129944,6.16384,RBT
2,8,205,5.94634,5,3,0.04,0.000195122,0.401174,8,5,1922,0,2058,0,6.76974,RBT
3,11,574,7.41986,7,6,0.115,0.000200348,0.140171,11,7,9978,0,7880,0,7.88,RBT
4,11,604,7.50662,7,6,0.122,0.000201987,0.147497,11,7,10706,0,8004,0,8.004,RBT
5,11,704,7.72017,7,6,0.144,0.000204545,0.171917,11,7,13399,0.091,8110,9.9e-05,8.11,RBT
6,11,806,7.9268,7,6,0.18,0.000223325,0.196825,11,7,15448,0.001,8284,1e-06,8.284,RBT
7,11,883,8.05776,7,6,0.19,0.000215176,0.215629,11,7,17187,0.001,8443,5e-06,8.443,RBT
8,11,1113,8.39892,7,6,0.24,0.000215633,0.271795,11,7,23574,0.07,8711,0.000206,8.711,RBT
9,12,1160,8.48017,7,6,0.248,0.000213793,0.141619,12,7,24525,0.002,8790,2.1e-05,8.79,RBT
10,12,1279,8.62627,7,6,0.289,0.000225958,0.156147,12,7,27917,0.004,8899,0.000393,8.899,RBT
11,12,1407,8.76546,7,6,0.355,0.00025231,0.171774,12,7,32083,0.001,8919,5e-06,8.919,RBT
12,12,1463,8.82297,7,6,0.384,0.000262474,0.178611,12,7,33866,0.004,9092,0.000166,9.092,RBT
13,12,1526,8.88663,7,6,0.396,0.000259502,0.186302,12,7,35647,0.001,9121,3e-06,9.121,RBT
14,12,1671,9.02693,7,6,0.422,0.000252543,0.204004,12,7,40496,0.001,8979,4e-06,8.979,RBT
15,12,1824,9.16502,8,5,0.488,0.000267544,0.222683,12,8,47005,0.001,9395,4e-06,9.395,RBT
16,13,1924,9.25156,8,5,0.508,0.000264033,0.117439,13,8,50453,0.001,9353,1.1e-05,9.353,RBT
17,13,1994,9.30843,8,5,0.515,0.000258275,0.121712,13,8,53168,0.001,9428,3.1e-05,9.428,RBT
18,13,2057,9.36364,8,5,0.571,0.000277589,0.125557,13,8,55305,0.018,9439,0.000126,9.439,RBT
19,13,2119,9.40916,8,5,0.587,0.000277017,0.129341,13,8,57663,0.027,9503,0.000273,9.503,RBT
20,13,2314,9.55143,8,5,0.685,0.000296024,0.141244,13,8,68302,0.001,9563,1.4e-05,9.563,RBT
21,13,2435,9.6345,8,5,0.75,0.000308008,0.14863,13,8,73344,0.001,9756,3e-06,9.756,RBT
22,13,2470,9.65425,8,5,0.76,0.000307692,0.150766,13,8,75403,0.001,9556,4e-06,9.556,RBT
23,13,2591,9.71787,8,5,0.89,0.000343497,0.158152,13,8,81637,0.003,9632,7.4e-05,9.632,RBT
24,13,2632,9.74582,8,5,0.899,0.000341565,0.160654,13,8,83430,0.002,9760,2.1e-05,9.76,RBT
25,14,2682,9.76846,8,5,0.912,0.000340045,0.0818506,14,8,86298,0.002,9830,4.8e-05,9.83,RBT
26,14,2771,9.81812,8,5,1.001,0.000361241,0.0845668,14,8,91291,0.001,9823,9e-06,9.823,RBT
27,14,2828,9.84724,8,5,1.021,0.000361033,0.0863063,14,8,94425,0.012,9823,3.3e-05,9.823,RBT
28,14,3002,9.94404,8,5,1.155,0.000384744,0.0916166,14,8,102612,0.002,9676,2.2e-05,9.676,RBT
29,14,3055,9.9689,8,5,1.171,0.000383306,0.093234,14,8,105302,0.001,9858,1.3e-05,9.858,RBT
30,14,3160,10.0222,8,5,1.187,0.000375633,0.0964385,14,8,110943,0.004,9813,3.4e-05,9.813,RBT
31,14,3191,10.0382,8,5,1.192,0.000373551,0.0973846,14,8,112407,0.002,9880,4.6e-05,9.88,RBT
32,14,3249,10.0634,8,5,1.262,0.000388427,0.0991546,14,8,116546,0.002,9824,2.6e-05,9.824,RBT
33,14,3340,10.1006,8,5,1.271,0.000380539,0.101932,14,8,122304,0.004,10015,3.1e-05,10.015,RBT
34,14,3388,10.1234,8,5,1.29,0.000380756,0.103397,14,8,124937,0.001,9976,1.6e-05,9.976,RBT
35,14,3448,10.1465,8,5,1.443,0.000418503,0.105228,14,8,128150,0.001,10022,9e-06,10.022,RBT
36,14,3526,10.1807,8,5,1.559,0.000442144,0.107608,14,8,132979,0.004,9782,6.2e-05,9.782,RBT
37,14,3545,10.189,8,5,1.577,0.000444852,0.108188,14,8,133588,0.002,9879,1.7e-05,9.879,RBT
