Num_Docs,Altura,Total_Nos,Profundidade_Media,Profundidade_Minima,Max_Desbalanceamento,Tempo_Total_Indexacao,Tempo_Medio_Insercao,Densidade_Arvore,Maior_Galho,Menor_Galho,Total_Comparacoes_Indexacao,Tempo_Maximo_Busca_Amostra,Comparacoes_Total_Busca_Amostra,Tempo_Medio_Busca_Amostra_Por_Palavra,Comparacoes_Medias_Busca_Amostra_Por_Palavra,Tipo_Arvore
1,7,129,5.28682,5,1,0.109,0.000844961,0.505882,7,5,991,0,1051,0,5.93785,AVL
2,8,205,5.89756,5,1,0.127,0.000619512,0.401174,8,5,1912,0.001,2030,6.57895e-06,6.67763,AVL
3,10,574,7.43554,6,1,0.199,0.00034669,0.28041,10,6,9808,0.039,7684,0.000107,7.684,AVL
4,10,604,7.51656,6,1,0.219,0.000362583,0.295066,10,6,10513,0.006,7771,4.8e-05,7.771,AVL
5,11,704,7.73722,6,1,0.24,0.000340909,0.171917,11,6,13142,0.026,7815,2.8e-05,7.815,AVL
6,11,806,7.9268,6,1,0.271,0.000336228,0.196825,11,6,15100,0.157,7984,0.000415,7.984,AVL
7,11,883,8.06342,6,1,0.276,0.000312571,0.215629,11,6,16780,0.081,8153,0.000174,8.153,AVL
8,11,1113,8.36837,7,1,0.319,0.000286613,0.271795,11,7,22907,0.003,8471,5.3e-05,8.471,AVL
9,11,1160,8.43017,7,1,0.32,0.000275862,0.283272,11,7,23847,0.001,8528,1e-06,8.528,AVL
10,11,1279,8.57936,7,1,0.407,0.000318217,0.312332,11,7,27097,0.001,8541,2e-06,8.541,AVL
11,12,1407,8.72139,8,1,0.487,0.000346127,0.171774,12,8,31109,0.001,8629,2e-06,8.629,AVL
12,12,1463,8.77649,8,1,0.524,0.000358168,0.178611,12,8,32857,0.001,8594,1e-06,8.594,AVL
13,12,1526,8.82962,8,1,0.554,0.000363041,0.186302,12,8,34534,0.001,8685,5e-06,8.685,AVL
14,12,1671,8.96589,8,1,0.607,0.000363256,0.204004,12,8,39211,0.001,8949,8e-06,8.949,AVL
15,12,1824,9.08333,8,1,0.712,0.000390351,0.222683,12,8,45431,0.001,8787,4e-06,8.787,AVL
16,12,1924,9.1762,8,1,0.756,0.000392931,0.234892,12,8,48742,0.004,8950,6e-06,8.95,AVL
17,12,1994,9.2332,8,1,0.783,0.000392678,0.243438,12,8,51388,0.001,9029,3e-06,9.029,AVL
18,12,2057,9.28439,8,1,0.89,0.000432669,0.251129,12,8,53427,0.001,9062,8e-06,9.062,AVL
19,12,2119,9.33082,8,1,0.909,0.000428976,0.258699,12,8,55688,0.001,9125,2e-06,9.125,AVL
20,13,2314,9.45376,8,1,1.047,0.000452463,0.141244,13,8,65621,0.002,8999,2e-05,8.999,AVL
21,13,2435,9.53265,8,1,1.178,0.000483778,0.14863,13,8,70379,0.011,9157,4.2e-05,9.157,AVL
22,13,2470,9.55304,8,1,1.192,0.000482591,0.150766,13,8,72310,0.053,9240,6.8e-05,9.24,AVL
23,13,2591,9.61173,8,1,1.316,0.000507912,0.158152,13,8,78304,0.001,9338,6e-06,9.338,AVL
24,13,2632,9.62994,8,1,1.346,0.000511398,0.160654,13,8,80023,0.1,9351,0.000137,9.351,AVL
25,13,2682,9.66145,8,1,1.39,0.00051827,0.163706,13,8,82706,0.001,9268,7e-06,9.268,AVL
26,13,2771,9.70805,8,1,1.518,0.000547817,0.169139,13,8,87437,0.125,9241,0.000134,9.241,AVL
27,13,2828,9.73444,8,1,1.598,0.000565064,0.172618,13,8,90458,0.001,9484,7e-06,9.484,AVL
28,13,3002,9.81779,8,1,1.909,0.000635909,0.183239,13,8,98329,0.002,9207,2.2e-05,9.207,AVL
29,13,3055,9.84124,8,1,2.014,0.000659247,0.186474,13,8,100905,0.019,9241,0.000648,9.241,AVL
30,13,3160,9.88449,8,1,2.154,0.000681646,0.192883,13,8,106329,0.001,9276,4e-06,9.276,AVL
31,13,3191,9.89784,8,1,2.157,0.000675964,0.194775,13,8,107744,0.001,9252,1.1e-05,9.252,AVL
32,13,3249,9.92305,8,1,2.278,0.000701139,0.198315,13,8,111766,0.002,9408,1.8e-05,9.408,AVL
33,13,3340,9.96138,9,1,2.335,0.000699102,0.20387,13,9,117344,0.013,9417,2.7e-05,9.417,AVL
34,13,3388,9.97668,9,1,2.374,0.000700708,0.2068,13,9,119878,0.001,9500,1.1e-05,9.5,AVL
35,13,3448,10.0015,9,1,2.562,0.000743039,0.210462,13,9,122975,0.01,9595,2.3e-05,9.595,AVL
36,13,3526,10.0357,9,1,2.603,0.00073823,0.215223,13,9,127630,0.001,9445,6e-06,9.445,AVL
37,13,3545,10.0463,9,1,2.605,0.000734838,0.216383,13,9,128209,0.01,9532,2.8e-05,9.532,AVL
38,13,3566,10.0558,9,1,2.748,0.000770611,0.217665,13,9,130309,0.001,9493,9e-06,9.493,AVL
39,13,3581,10.062,9,1,2.77,0.000773527,0.21858,13,9,131279,0.001,9551,1.1e-05,9.551,AVL
40,13,3626,10.0822,9,1,2.871,0.000791782,0.221327,13,9,133973,0.01,9654,1.9e-05,9.654,AVL
41,13,3793,10.1526,9,1,3.06,0.000806749,0.23152,13,9,144667,0.009,9472,1.3e-05,9.472,AVL
42,13,3861,10.1782,9,1,3.112,0.000806009,0.235671,13,9,147812,0.009,9566,3.7e-05,9.566,AVL
43,14,3952,10.2123,9,1,3.199,0.000809464,0.120609,14,9,153821,0.002,9670,1.9e-05,9.67,AVL
44,14,3975,10.2209,9,1,3.293,0.000828428,0.121311,14,9,155688,0.293,9602,0.000394,9.602,AVL
45,14,4047,10.2473,9,1,3.499,0.000864591,0.123508,14,9,160665,0.051,9485,6.6e-05,9.485,AVL
46,14,4079,10.2594,9,1,3.617,0.000886737,0.124485,14,9,163104,0.01,9709,2.1e-05,9.709,AVL
47,14,4123,10.2765,9,1,3.808,0.000923599,0.125828,14,9,166696,0.002,9856,8e-06,9.856,AVL
48,14,4137,10.2816,9,1,4.041,0.000976795,0.126255,14,9,168487,0.001,9648,1.1e-05,9.648,AVL
49,14,4317,10.3407,9,1,4.32,0.00100069,0.131748,14,9,179280,0.172,9785,0.000179,9.785,AVL
50,14,4378,10.3627,9,1,4.52,0.00103243,0.13361,14,9,184676,0.002,9743,5.6e-05,9.743,AVL
51,14,4451,10.3853,9,1,4.7,0.00105594,0.135838,14,9,189804,0.001,9876,1.8e-05,9.876,AVL
52,14,4543,10.414,9,1,5.019,0.00110478,0.138646,14,9,195762,0.002,9671,2.9e-05,9.671,AVL
53,14,4614,10.4382,9,1,5.206,0.00112831,0.140812,14,9,201459,0.001,9778,1.5e-05,9.778,AVL
54,14,4653,10.4496,9,1,5.403,0.00116119,0.142003,14,9,204717,0.012,9938,0.000114,9.938,AVL
55,14,4664,10.4526,9,1,5.444,0.00116724,0.142338,14,9,205896,0.001,9785,1.1e-05,9.785,AVL
56,14,4673,10.4545,9,1,5.494,0.00117569,0.142613,14,9,207002,0.001,9904,8e-06,9.904,AVL
57,14,4734,10.4753,9,1,5.6,0.00118293,0.144475,14,9,211436,0.047,9752,8.6e-05,9.752,AVL
58,14,4770,10.4857,9,1,5.688,0.00119245,0.145573,14,9,213723,0.001,9852,1.6e-05,9.852,AVL
59,14,4802,10.4979,9,1,5.876,0.00122366,0.14655,14,9,216322,0.002,9715,6.8e-05,9.715,AVL
60,14,4831,10.5076,9,1,5.922,0.00122583,0.147435,14,9,218205,0.251,9765,0.000629,9.765,AVL
61,14,4858,10.5161,9,1,5.955,0.00122581,0.148259,14,9,219649,0.007,9925,0.000513,9.925,AVL
62,14,4886,10.5239,9,1,6.006,0.00122923,0.149113,14,9,221469,0.048,9868,0.0002,9.868,AVL
63,14,4926,10.5355,9,1,6.056,0.0012294,0.150334,14,9,224812,0.001,9841,2.6e-05,9.841,AVL
64,14,4971,10.549,9,1,6.122,0.00123154,0.151708,14,9,227747,0.052,9938,0.000159,9.938,AVL
65,14,5032,10.5662,9,1,6.328,0.00125755,0.153569,14,9,233376,0.028,9918,8.5e-05,9.918,AVL
66,14,5056,10.5716,9,1,6.414,0.00126859,0.154302,14,9,237754,0.002,9944,2.6e-05,9.944,AVL
67,14,5107,10.5841,9,1,6.681,0.0013082,0.155858,14,9,243033,0.059,9999,0.000209,9.999,AVL
68,14,5136,10.5929,9,1,6.797,0.0013234,0.156743,14,9,245406,0.001,9854,1.5e-05,9.854,AVL
69,14,5158,10.6002,9,1,6.967,0.00135072,0.157414,14,9,248041,0.002,9919,1.8e-05,9.919,AVL
70,14,5197,10.6113,9,1,7.395,0.00142294,0.158605,14,9,250648,0.003,10059,2.4e-05,10.059,AVL
71,14,5246,10.6247,9,1,7.644,0.00145711,0.1601,14,9,254877,0.001,9969,2.2e-05,9.969,AVL
72,14,5272,10.6328,9,1,7.719,0.00146415,0.160894,14,9,257440,0.004,9681,2.7e-05,9.681,AVL
73,14,5317,10.6415,9,1,7.866,0.00147941,0.162267,14,9,261806,0.001,9998,1.3e-05,9.998,AVL
74,14,5393,10.6614,9,1,8.187,0.00151808,0.164586,14,9,270119,0.001,9854,1e-05,9.854,AVL
75,14,5411,10.6673,9,1,8.239,0.00152264,0.165136,14,9,272152,0.107,10041,0.000326,10.041,AVL
76,14,5483,10.6858,9,1,8.397,0.00153146,0.167333,14,9,281229,0.001,10054,2.4e-05,10.054,AVL
77,14,5544,10.7022,9,1,8.504,0.00153391,0.169195,14,9,285048,0.002,9867,1.6e-05,9.867,AVL
78,14,5580,10.7145,9,1,8.618,0.00154444,0.170293,14,9,288998,0.002,10139,2.2e-05,10.139,AVL
79,14,5638,10.7292,9,1,8.775,0.0015564,0.172063,14,9,295354,0.002,9913,3.4e-05,9.913,AVL
80,14,5715,10.7508,9,1,8.996,0.0015741,0.174413,14,9,301472,0.005,10006,0.000404,10.006,AVL
81,14,5765,10.7636,9,1,9.088,0.00157641,0.175939,14,9,305319,0.003,10011,0.000207,10.011,AVL
82,14,5834,10.7818,9,1,9.284,0.00159136,0.178045,14,9,313051,0.004,9825,0.000157,9.825,AVL
83,14,5919,10.8037,9,1,9.627,0.00162646,0.180639,14,9,327617,0.168,10043,0.001133,10.043,AVL
84,14,5975,10.8161,9,1,9.778,0.00163649,0.182348,14,9,333687,0.013,9918,0.000211,9.918,AVL
85,14,5988,10.8193,9,1,9.821,0.00164011,0.182745,14,9,334972,0.003,10136,9.2e-05,10.136,AVL
86,14,6006,10.8235,9,1,9.857,0.00164119,0.183294,14,9,336008,0.011,10153,0.000127,10.153,AVL
87,14,6020,10.8276,9,1,9.886,0.00164219,0.183721,14,9,337115,0.002,10098,6.3e-05,10.098,AVL
88,14,6036,10.8322,9,1,9.989,0.0016549,0.18421,14,9,338883,0.004,10141,0.000183,10.141,AVL
89,14,6095,10.8484,9,1,10.093,0.00165595,0.18601,14,9,347362,0.002,10103,4.2e-05,10.103,AVL
90,14,6117,10.8537,9,1,10.116,0.00165375,0.186682,14,9,348822,0.014,10038,0.000477,10.038,AVL
91,14,6185,10.8686,9,1,10.322,0.00166888,0.188757,14,9,356845,0.024,10029,0.000591,10.029,AVL
92,14,6243,10.8816,9,1,10.589,0.00169614,0.190527,14,9,363668,0.046,10060,0.000558,10.06,AVL
93,14,6312,10.8983,9,1,12.067,0.00191176,0.192633,14,9,375049,0.022,10119,0.00059,10.119,AVL
94,14,6374,10.9128,9,1,12.719,0.00199545,0.194525,14,9,382433,0.08,10042,0.000626,10.042,AVL
95,14,6435,10.927,9,1,13.255,0.00205983,0.196387,14,9,389600,0.003,10129,0.000137,10.129,AVL
96,14,6491,10.9404,9,1,13.651,0.00210307,0.198096,14,9,395852,0.004,10153,0.000105,10.153,AVL
97,14,6516,10.9458,9,1,13.889,0.00213152,0.198859,14,9,399363,0.004,9990,9.5e-05,9.99,AVL
98,14,6556,10.9555,9,1,14.187,0.00216397,0.200079,14,9,402693,0.02,10223,0.000358,10.223,AVL
99,14,6603,10.9653,9,1,14.707,0.00222732,0.201514,14,9,409572,0.005,9954,0.000162,9.954,AVL
100,14,6634,10.9717,9,1,14.866,0.00224088,0.20246,14,9,412289,0.12,10154,0.000387,10.154,AVL
