Num_Docs,Altura,Total_Nos,Profundidade_Media,Profundidade_Minima,Max_Desbalanceamento,Tempo_Total_Indexacao,Tempo_Medio_Insercao,Densidade_Arvore,Maior_Galho,Menor_Galho,Total_Comparacoes_Indexacao,Tempo_Maximo_Busca_Amostra,Comparacoes_Total_Busca_Amostra,Tempo_Medio_Busca_Amostra_Por_Palavra,Comparacoes_Medias_Busca_Amostra_Por_Palavra,Tipo_Arvore
1,14,129,6.86047,4,0,0.074,0.000573643,0.00393689,14,4,1184,0.001,1317,1.69492e-05,7.44068,BST
2,16,205,7.8439,4,0,0.127,0.000619512,0.00156404,16,4,2298,0.001,2510,3.28947e-06,8.25658,BST
3,21,574,10.3728,5,0,0.89,0.00155052,0.000136852,21,5,12474,0.024,9934,2.6e-05,9.934,BST
4,21,604,10.5116,5,0,0.97,0.00160596,0.000144005,21,5,13291,0.043,9952,0.00013,9.952,BST
5,21,704,10.8849,5,0,1.275,0.00181108,0.000167847,21,5,16692,0.077,10270,0.000194,10.27,BST
6,22,806,11.2035,5,0,1.457,0.00180769,9.60827e-05,22,5,19189,0.001,10232,1.1e-05,10.232,BST
7,22,883,11.3533,5,0,1.588,0.00179841,0.000105262,22,5,21271,0.06,10276,0.00014,10.276,BST
8,23,1113,11.8095,5,0,2,0.00179695,6.634e-05,23,5,28925,0.174,10639,0.000364,10.639,BST
9,23,1160,11.8672,5,0,2.122,0.00182931,6.91414e-05,23,5,30067,0.057,10565,0.000194,10.565,BST
10,23,1279,12.0235,5,0,2.356,0.00184206,7.62343e-05,23,5,34085,0.001,10948,4e-06,10.948,BST
11,23,1407,12.2203,5,0,2.439,0.00173348,8.38637e-05,23,5,39172,0.001,10991,4e-06,10.991,BST
12,23,1463,12.3049,5,0,2.469,0.00168763,8.72016e-05,23,5,41251,0,10564,0,10.564,BST
13,23,1526,12.3886,5,0,2.517,0.00164941,9.09567e-05,23,5,43374,0.013,10962,1.5e-05,10.962,BST
