Num_Docs,Altura,Total_Nos,Profundidade_Media,Profundidade_Minima,Max_Desbalanceamento,Tempo_Total_Indexacao,Tempo_Medio_Insercao,Densidade_Arvore,Maior_Galho,Menor_Galho,Total_Comparacoes_Indexacao,Tempo_Maximo_Busca_Amostra,Comparacoes_Total_Busca_Amostra,Tempo_Medio_Busca_Amostra_Por_Palavra,Comparacoes_Medias_Busca_Amostra_Por_Palavra,Tipo_Arvore
1,14,129,6.86047,4,0,0.038,0.000294574,0.00393689,14,4,1184,0.001,1288,1.12994e-05,7.27684,BST
2,16,205,7.8439,4,0,0.047,0.000229268,0.00156404,16,4,2298,0.001,2488,6.57895e-06,8.18421,BST
3,21,574,10.3728,5,0,0.134,0.000233449,0.000136852,21,5,12474,0.001,9751,1e-06,9.751,BST
4,21,604,10.5116,5,0,0.135,0.00022351,0.000144005,21,5,13291,0.001,9699,1e-06,9.699,BST
5,21,704,10.8849,5,0,0.156,0.000221591,0.000167847,21,5,16692,0,10137,0,10.137,BST
6,22,806,11.2035,5,0,0.179,0.000222084,9.60827e-05,22,5,19189,0.001,10270,1e-06,10.27,BST
7,22,883,11.3533,5,0,0.211,0.000238958,0.000105262,22,5,21271,0,10058,0,10.058,BST
8,23,1113,11.8095,5,0,0.256,0.000230009,6.634e-05,23,5,28925,0.001,10500,1e-06,10.5,BST
9,23,1160,11.8672,5,0,0.288,0.000248276,6.91414e-05,23,5,30067,0.001,10651,1e-06,10.651,BST
10,23,1279,12.0235,5,0,0.293,0.000229085,7.62343e-05,23,5,34085,0,10655,0,10.655,BST
11,23,1407,12.2203,5,0,0.344,0.000244492,8.38637e-05,23,5,39172,0,10732,0,10.732,BST
12,23,1463,12.3049,5,0,0.368,0.000251538,8.72016e-05,23,5,41251,0,11201,0,11.201,BST
13,23,1526,12.3886,5,0,0.374,0.000245085,9.09567e-05,23,5,43374,0,10849,0,10.849,BST
14,23,1671,12.5697,5,0,0.389,0.000232795,9.95994e-05,23,5,48970,0.136,10957,0.00033,10.957,BST
15,23,1824,12.693,5,0,0.443,0.000242873,0.000108719,23,5,56357,0.002,10933,0.000185,10.933,BST
16,24,1924,12.841,5,0,0.46,0.000239085,5.73397e-05,24,5,60569,0.024,11138,7.5e-05,11.138,BST
17,24,1994,12.9007,5,0,0.511,0.000256269,5.94258e-05,24,5,63842,0.016,11038,7.2e-05,11.038,BST
18,24,2057,12.9363,5,0,0.542,0.000263491,6.13034e-05,24,5,66258,0.001,10938,1.6e-05,10.938,BST
19,24,2119,12.9873,5,0,0.588,0.000277489,6.31511e-05,24,5,69032,0.022,11268,5.7e-05,11.268,BST
20,26,2314,13.1832,5,0,0.791,0.000341832,1.72406e-05,26,5,81537,0.001,10984,3.3e-05,10.984,BST
21,26,2435,13.2591,5,0,0.823,0.000337988,1.81422e-05,26,5,87338,0.001,11316,2.9e-05,11.316,BST
22,26,2470,13.302,5,0,0.824,0.000333603,1.84029e-05,26,5,89796,0.136,11175,0.000743,11.175,BST
23,26,2591,13.4052,5,0,0.879,0.000339251,1.93045e-05,26,5,97379,0.144,11225,0.001714,11.225,BST
24,26,2632,13.4574,5,0,0.891,0.000338526,1.96099e-05,26,5,99550,0.035,11637,0.000573,11.637,BST
25,26,2682,13.5052,5,0,1.11,0.00041387,1.99825e-05,26,5,102864,0.048,11286,0.000642,11.286,BST
26,26,2771,13.5532,5,0,1.163,0.000419704,2.06456e-05,26,5,108606,0.012,11326,0.000147,11.326,BST
27,26,2828,13.6199,5,0,1.22,0.0004314,2.10702e-05,26,5,112400,0.001,11445,5e-05,11.445,BST
28,27,3002,13.7372,5,0,1.507,0.000501999,1.11833e-05,27,5,121913,0.013,11442,2.4e-05,11.442,BST
